 本行信息时间(北京时间)      位置X(km,BCRS)      位置Y(km,BCRS)      位置Z(km,BCRS)   速度VX(km/s,BCRS)   速度VY(km/s,BCRS)   速度VZ(km/s,BCRS)    定轨或预报
2023-04-22B02:09: 0.000   -130074185.249059    -71081870.860643    -30752692.744820        14.730564140       -22.610362258        -9.715657923        1
2023-04-22B02:09:30.000   -130073743.330108    -71082549.172668    -30752984.215337        14.730699262       -22.610439389        -9.715709848        1
2023-04-22B02:10: 0.000   -130073301.407103    -71083227.487006    -30753275.687411        14.730834395       -22.610516482        -9.715761751        1
2023-04-22B02:10:30.000   -130072859.480044    -71083905.803656    -30753567.161041        14.730969538       -22.610593535        -9.715813632        1
2023-04-22B02:11: 0.000   -130072417.548931    -71084584.122618    -30753858.636228        14.731104692       -22.610670550        -9.715865492        1
2023-04-22B02:11:30.000   -130071975.613763    -71085262.443889    -30754150.112971        14.731239856       -22.610747525        -9.715917330        1
2023-04-22B02:12: 0.000   -130071533.674540    -71085940.767469    -30754441.591268        14.731375032       -22.610824462        -9.715969147        1
2023-04-22B02:12:30.000   -130071091.731261    -71086619.093356    -30754733.071119        14.731510218       -22.610901359        -9.716020942        1
2023-04-22B02:13: 0.000   -130070649.783926    -71087297.421550    -30755024.552524        14.731645414       -22.610978218        -9.716072716        1
2023-04-22B02:13:30.000   -130070207.832536    -71087975.752049    -30755316.035482        14.731780621       -22.611055038        -9.716124468        1
2023-04-22B02:14: 0.000   -130069765.877089    -71088654.084852    -30755607.519992        14.731915839       -22.611131819        -9.716176198        1
2023-04-22B02:14:30.000   -130069323.917585    -71089332.419958    -30755899.006054        14.732051067       -22.611208561        -9.716227908        1
2023-04-22B02:15: 0.000   -130068881.954025    -71090010.757365    -30756190.493666        14.732186306       -22.611285264        -9.716279595        1
2023-04-22B02:15:30.000   -130068439.986407    -71090689.097073    -30756481.982829        14.732321555       -22.611361929        -9.716331261        1
2023-04-22B02:16: 0.000   -130067998.014731    -71091367.439081    -30756773.473542        14.732456815       -22.611438555        -9.716382906        1
2023-04-22B02:16:30.000   -130067556.038998    -71092045.783386    -30757064.965803        14.732592086       -22.611515141        -9.716434529        1
2023-04-22B02:17: 0.000   -130067114.059206    -71092724.129989    -30757356.459613        14.732727367       -22.611591690        -9.716486131        1
2023-04-22B02:17:30.000   -130066672.075356    -71093402.478887    -30757647.954971        14.732862659       -22.611668199        -9.716537712        1
2023-04-22B02:18: 0.000   -130066230.087447    -71094080.830080    -30757939.451876        14.732997961       -22.611744670        -9.716589271        1
2023-04-22B02:18:30.000   -130065788.095478    -71094759.183567    -30758230.950327        14.733133274       -22.611821102        -9.716640808        1
2023-04-22B02:19: 0.000   -130065346.099450    -71095437.539346    -30758522.450324        14.733268597       -22.611897495        -9.716692325        1
2023-04-22B02:19:30.000   -130064904.099362    -71096115.897416    -30758813.951866        14.733403931       -22.611973850        -9.716743819        1
2023-04-22B02:20: 0.000   -130064462.095214    -71096794.257777    -30759105.454953        14.733539275       -22.612050166        -9.716795293        1
2023-04-22B02:20:30.000   -130064020.087006    -71097472.620426    -30759396.959584        14.733674630       -22.612126444        -9.716846745        1
2023-04-22B02:21: 0.000   -130063578.074736    -71098150.985363    -30759688.465758        14.733809996       -22.612202683        -9.716898176        1
2023-04-22B02:21:30.000   -130063136.058406    -71098829.352586    -30759979.973474        14.733945371       -22.612278883        -9.716949585        1
2023-04-22B02:22: 0.000   -130062694.038014    -71099507.722095    -30760271.482732        14.734080758       -22.612355045        -9.717000973        1
2023-04-22B02:22:30.000   -130062252.013560    -71100186.093889    -30760562.993532        14.734216155       -22.612431168        -9.717052340        1
2023-04-22B02:23: 0.000   -130061809.985044    -71100864.467965    -30760854.505873        14.734351562       -22.612507253        -9.717103686        1
2023-04-22B02:23:30.000   -130061367.952466    -71101542.844323    -30761146.019753        14.734486980       -22.612583299        -9.717155010        1
2023-04-22B02:24: 0.000   -130060925.915826    -71102221.222963    -30761437.535173        14.734622408       -22.612659307        -9.717206313        1
2023-04-22B02:24:30.000   -130060483.875122    -71102899.603881    -30761729.052132        14.734757847       -22.612735276        -9.717257594        1
2023-04-22B02:25: 0.000   -130060041.830355    -71103577.987079    -30762020.570628        14.734893296       -22.612811207        -9.717308855        1
2023-04-22B02:25:30.000   -130059599.781524    -71104256.372554    -30762312.090663        14.735028756       -22.612887099        -9.717360094        1
2023-04-22B02:26: 0.000   -130059157.728629    -71104934.760304    -30762603.612234        14.735164226       -22.612962953        -9.717411312        1
2023-04-22B02:26:30.000   -130058715.671670    -71105613.150330    -30762895.135341        14.735299707       -22.613038769        -9.717462508        1
2023-04-22B02:27: 0.000   -130058273.610647    -71106291.542630    -30763186.659984        14.735435198       -22.613114547        -9.717513684        1
2023-04-22B02:27:30.000   -130057831.545558    -71106969.937203    -30763478.186162        14.735570699       -22.613190286        -9.717564838        1
2023-04-22B02:28: 0.000   -130057389.476405    -71107648.334047    -30763769.713874        14.735706211       -22.613265986        -9.717615971        1
2023-04-22B02:28:30.000   -130056947.403185    -71108326.733162    -30764061.243120        14.735841733       -22.613341649        -9.717667083        1
2023-04-22B02:29: 0.000   -130056505.325900    -71109005.134545    -30764352.773899        14.735977266       -22.613417273        -9.717718174        1
2023-04-22B02:29:30.000   -130056063.244549    -71109683.538198    -30764644.306210        14.736112809       -22.613492859        -9.717769243        1
2023-04-22B02:30: 0.000   -130055621.159132    -71110361.944117    -30764935.840053        14.736248362       -22.613568406        -9.717820292        1
2023-04-22B02:30:30.000   -130055179.069648    -71111040.352302    -30765227.375428        14.736383926       -22.613643916        -9.717871319        1
2023-04-22B02:31: 0.000   -130054736.976096    -71111718.762751    -30765518.912332        14.736519500       -22.613719387        -9.717922325        1
2023-04-22B02:31:30.000   -130054294.878477    -71112397.175464    -30765810.450767        14.736655085       -22.613794820        -9.717973310        1
2023-04-22B02:32: 0.000   -130053852.776791    -71113075.590440    -30766101.990731        14.736790680       -22.613870215        -9.718024274        1
2023-04-22B02:32:30.000   -130053410.671037    -71113754.007677    -30766393.532223        14.736926285       -22.613945572        -9.718075217        1
2023-04-22B02:33: 0.000   -130052968.561214    -71114432.427174    -30766685.075244        14.737061901       -22.614020890        -9.718126139        1
2023-04-22B02:33:30.000   -130052526.447322    -71115110.848930    -30766976.619791        14.737197527       -22.614096171        -9.718177039        1
2023-04-22B02:34: 0.000   -130052084.329362    -71115789.272944    -30767268.165866        14.737333163       -22.614171413        -9.718227919        1
2023-04-22B02:34:30.000   -130051642.207332    -71116467.699214    -30767559.713466        14.737468810       -22.614246618        -9.718278778        1
2023-04-22B02:35: 0.000   -130051200.081233    -71117146.127740    -30767851.262592        14.737604467       -22.614321784        -9.718329615        1
2023-04-22B02:35:30.000   -130050757.951064    -71117824.558521    -30768142.813243        14.737740134       -22.614396912        -9.718380432        1
2023-04-22B02:36: 0.000   -130050315.816825    -71118502.991555    -30768434.365418        14.737875812       -22.614472003        -9.718431227        1
2023-04-22B02:36:30.000   -130049873.678516    -71119181.426841    -30768725.919116        14.738011500       -22.614547055        -9.718482002        1
2023-04-22B02:37: 0.000   -130049431.536135    -71119859.864378    -30769017.474338        14.738147198       -22.614622069        -9.718532755        1
2023-04-22B02:37:30.000   -130048989.389684    -71120538.304165    -30769309.031081        14.738282906       -22.614697046        -9.718583488        1
2023-04-22B02:38: 0.000   -130048547.239161    -71121216.746200    -30769600.589347        14.738418625       -22.614771984        -9.718634199        1
2023-04-22B02:38:30.000   -130048105.084566    -71121895.190483    -30769892.149133        14.738554354       -22.614846885        -9.718684890        1
2023-04-22B02:39: 0.000   -130047662.925899    -71122573.637013    -30770183.710440        14.738690094       -22.614921747        -9.718735559        1
2023-04-22B02:39:30.000   -130047220.763160    -71123252.085788    -30770475.273266        14.738825843       -22.614996572        -9.718786208        1
2023-04-22B02:40: 0.000   -130046778.596349    -71123930.536807    -30770766.837612        14.738961603       -22.615071359        -9.718836836        1
2023-04-22B02:40:30.000   -130046336.425464    -71124608.990069    -30771058.403476        14.739097373       -22.615146108        -9.718887442        1
2023-04-22B02:41: 0.000   -130045894.250506    -71125287.445573    -30771349.970859        14.739233154       -22.615220820        -9.718938028        1
2023-04-22B02:41:30.000   -130045452.071475    -71125965.903318    -30771641.539758        14.739368944       -22.615295493        -9.718988593        1
2023-04-22B02:42: 0.000   -130045009.888369    -71126644.363302    -30771933.110174        14.739504745       -22.615370129        -9.719039137        1
2023-04-22B02:42:30.000   -130044567.701190    -71127322.825525    -30772224.682106        14.739640556       -22.615444727        -9.719089661        1
2023-04-22B02:43: 0.000   -130044125.509936    -71128001.289985    -30772516.255553        14.739776378       -22.615519287        -9.719140163        1
2023-04-22B02:43:30.000   -130043683.314607    -71128679.756682    -30772807.830516        14.739912209       -22.615593810        -9.719190644        1
