 本行信息时间(北京时间)     位置X(km,WGS84)     位置Y(km,WGS84)     位置Z(km,WGS84)  速度VX(km/s,WGS84)  速度VY(km/s,WGS84)  速度VZ(km/s,WGS84)    定轨或预报
2023-04-20B15:32: 0.000         4127.320453        35286.177584        14995.737095         1.200751172         3.256157529         2.032458338        1
2023-04-20B15:32:30.000         4163.553523        35383.757572        15056.664011         1.214783380         3.249174964         2.029338738        1
2023-04-20B15:33: 0.000         4200.207193        35481.128088        15117.497573         1.228791117         3.242192706         2.026234747        1
2023-04-20B15:33:30.000         4237.280728        35578.289136        15178.238248         1.242774395         3.235210348         2.023146233        1
2023-04-20B15:34: 0.000         4274.773394        35675.240707        15238.886498         1.256733228         3.228227494         2.020073068        1
2023-04-20B15:34:30.000         4312.684459        35771.982780        15299.442782         1.270667627         3.221243751         2.017015122        1
2023-04-20B15:35: 0.000         4351.013189        35868.515323        15359.907554         1.284577605         3.214258735         2.013972270        1
2023-04-20B15:35:30.000         4389.758853        35964.838291        15420.281265         1.298463173         3.207272069         2.010944386        1
2023-04-20B15:36: 0.000         4428.920717        36060.951630        15480.564363         1.312324343         3.200283381         2.007931346        1
2023-04-20B15:36:30.000         4468.498051        36156.855274        15540.757290         1.326161126         3.193292306         2.004933028        1
2023-04-20B15:37: 0.000         4508.490123        36252.549145        15600.860488         1.339973533         3.186298487         2.001949311        1
2023-04-20B15:37:30.000         4548.896201        36348.033155        15660.874391         1.353761574         3.179301570         1.998980074        1
2023-04-20B15:38: 0.000         4589.715555        36443.307208        15720.799433         1.367525258         3.172301209         1.996025200        1
2023-04-20B15:38:30.000         4630.947455        36538.371193        15780.636043         1.381264596         3.165297063         1.993084571        1
2023-04-20B15:39: 0.000         4672.591169        36633.224994        15840.384646         1.394979596         3.158288799         1.990158071        1
2023-04-20B15:39:30.000         4714.645969        36727.868480        15900.045664         1.408670268         3.151276088         1.987245586        1
2023-04-20B15:40: 0.000         4757.111123        36822.301515        15959.619517         1.422336619         3.144258605         1.984347003        1
2023-04-20B15:40:30.000         4799.985904        36916.523949        16019.106620         1.435978658         3.137236034         1.981462209        1
2023-04-20B15:41: 0.000         4843.269581        37010.535627        16078.507384         1.449596392         3.130208062         1.978591093        1
2023-04-20B15:41:30.000         4886.961426        37104.336380        16137.822218         1.463189828         3.123174383         1.975733547        1
2023-04-20B15:42: 0.000         4931.060709        37197.926033        16197.051528         1.476758973         3.116134694         1.972889460        1
2023-04-20B15:42:30.000         4975.566702        37291.304402        16256.195717         1.490303833         3.109088699         1.970058727        1
2023-04-20B15:43: 0.000         5020.478677        37384.471293        16315.255182         1.503824414         3.102036106         1.967241240        1
2023-04-20B15:43:30.000         5065.795905        37477.426503        16374.230320         1.517320720         3.094976630         1.964436896        1
2023-04-20B15:44: 0.000         5111.517659        37570.169823        16433.121523         1.530792758         3.087909988         1.961645589        1
2023-04-20B15:44:30.000         5157.643209        37662.701032        16491.929181         1.544240532         3.080835903         1.958867218        1
2023-04-20B15:45: 0.000         5204.171829        37755.019904        16550.653681         1.557664045         3.073754103         1.956101680        1
2023-04-20B15:45:30.000         5251.102790        37847.126202        16609.295406         1.571063301         3.066664322         1.953348875        1
2023-04-20B15:46: 0.000         5298.435365        37939.019685        16667.854737         1.584438303         3.059566294         1.950608704        1
2023-04-20B15:46:30.000         5346.168827        38030.700099        16726.332051         1.597789054         3.052459764         1.947881068        1
2023-04-20B15:47: 0.000         5394.302447        38122.167187        16784.727723         1.611115556         3.045344475         1.945165870        1
2023-04-20B15:47:30.000         5442.835498        38213.420682        16843.042124         1.624417812         3.038220178         1.942463013        1
2023-04-20B15:48: 0.000         5491.767254        38304.460309        16901.275623         1.637695821         3.031086627         1.939772402        1
2023-04-20B15:48:30.000         5541.096986        38395.285788        16959.428586         1.650949585         3.023943582         1.937093943        1
2023-04-20B15:49: 0.000         5590.823967        38485.896831        17017.501377         1.664179104         3.016790805         1.934427542        1
2023-04-20B15:49:30.000         5640.947470        38576.293141        17075.494355         1.677384379         3.009628062         1.931773107        1
2023-04-20B15:50: 0.000         5691.466767        38666.474417        17133.407879         1.690565408         3.002455124         1.929130547        1
2023-04-20B15:50:30.000         5742.381132        38756.440349        17191.242303         1.703722191         2.995271766         1.926499770        1
2023-04-20B15:51: 0.000         5793.689837        38846.190621        17248.997979         1.716854726         2.988077767         1.923880689        1
2023-04-20B15:51:30.000         5845.392154        38935.724910        17306.675257         1.729963012         2.980872907         1.921273213        1
2023-04-20B15:52: 0.000         5897.487355        39025.042889        17364.274484         1.743047045         2.973656974         1.918677256        1
2023-04-20B15:52:30.000         5949.974714        39114.144220        17421.796004         1.756106823         2.966429756         1.916092730        1
2023-04-20B15:53: 0.000         6002.853502        39203.028564        17479.240158         1.769142343         2.959191048         1.913519550        1
2023-04-20B15:53:30.000         6056.122992        39291.695571        17536.607286         1.782153602         2.951940645         1.910957631        1
2023-04-20B15:54: 0.000         6109.782456        39380.144888        17593.897724         1.795140594         2.944678347         1.908406888        1
2023-04-20B15:54:30.000         6163.831165        39468.376155        17651.111807         1.808103315         2.937403959         1.905867239        1
2023-04-20B15:55: 0.000         6218.268392        39556.389007        17708.249865         1.821041760         2.930117286         1.903338601        1
2023-04-20B15:55:30.000         6273.093408        39644.183072        17765.312229         1.833955924         2.922818141         1.900820893        1
2023-04-20B15:56: 0.000         6328.305484        39731.757974        17822.299224         1.846845800         2.915506334         1.898314033        1
2023-04-20B15:56:30.000         6383.903893        39819.113329        17879.211175         1.859711382         2.908181685         1.895817942        1
2023-04-20B15:57: 0.000         6439.887904        39906.248749        17936.048404         1.872552664         2.900844011         1.893332540        1
2023-04-20B15:57:30.000         6496.256789        39993.163842        17992.811231         1.885369637         2.893493137         1.890857751        1
2023-04-20B15:58: 0.000         6553.009819        40079.858209        18049.499971         1.898162294         2.886128888         1.888393495        1
2023-04-20B15:58:30.000         6610.146263        40166.331445        18106.114941         1.910930627         2.878751093         1.885939696        1
2023-04-20B15:59: 0.000         6667.665393        40252.583142        18162.656453         1.923674627         2.871359585         1.883496279        1
